RecordedDate,Qualtrics.RID,Consent,Baseline_Fert.kg,Baseline_Herbicide,Choice.Task_1,Choice.Task_2,Choice.Task_3,Choice.Task_4,Choice.Task_5,Choice.Task_6,Choice.Task_7,Choice.Task_8,Choice.Task_9,Choice.Task_10,Choice.Task_11,Choice.Task_12,Choice.Task_13,Choice.Task_14,Choice.Task_15,Choice.Task_16,Demo_Age,Demo_Gender,Demo_Education,Demo_Education.Text,Farm_Land.Size,Farm_Tenure,Farm_Tenure.Text
2026-07-30 20:29:57,R_cGs9EXBlLWACqhg,1,Non tortor cras! Eros ultricies auctor! Urna ultrices vitae atque commodo donec.,Eu ridiculus fusce imperdiet nullam interdum! Sapien? Nibh ridiculus consequat quam ultricies eget nullam.,,,,,,,,,1,2,3,3,3,2,3,2,"Vel malesuada! Tincidunt orci ut arcu, orci in vel fermentum massa.",2,2,,,1,
2026-07-30 20:29:57,R_0DNYigGBkAA64qW,1,"Praesent eleifend. Non ac erat leo volutpat, scelerisque mattis! Velit.",Ab fringilla at purus auctor! At sollicitudin? Vehicula! Et proin risus lorem cursus.,,,,,,,,,3,3,3,3,3,3,2,1,Mauris fermentum felis quam mauris platea sagittis! Malesuada rhoncus ridiculus.,1,2,,,2,
2026-07-30 20:29:58,R_1SM4on1OzUDpb4q,1,Facilisis sodales pellentesque dignissim lacus sapien ligula purus! Platea platea ipsum aliquam.,In phasellus! Facilisi praesent luctus primis commodo! Tellus? Sem accumsan orci temporibus.,,,,,,,,,2,3,2,3,1,2,2,1,Montes? Morbi lacus vehicula sem non sollicitudin molestie tellus leo potenti maecenas.,2,6,,,4,Lacus consequat ante! Enim elit sollicitudin! Facilisis dapibus elementum volutpat! Egestas vulputate per. Ligula.
2026-07-30 20:29:59,R_dpayjbUK5BQQWHk,1,Per enim malesuada molestie erat mi augue ullamcorper nonummy placerat sed massa orci wisi.,"Platea fusce felis aliquam? Eu risus vivamus posuere. Eros potenti phasellus vitae, bibendum.",6,2,2,1,1,1,2,1,,,,,,,,,Ipsum facilisis etiam magna curabitur imperdiet pede suspendisse lectus pellentesque! Rhoncus. Pharetra ultrices.,2,4,,,2,
2026-07-30 20:30:00,R_dhtdYs2oTgMnfP8,1,"Montes vel dolorem bibendum justo pretium potenti leo curabitur, vulputate amet.",Atque turpis sed praesent cras ab sodales pellentesque? Urna proin? Sollicitudin.,2,1,3,3,2,2,3,1,,,,,,,,,"Leo, mi. Ridiculus dolor consequat, cras etiam. Lectus proin morbi. Ab mattis orci augue malesuada.",2,1,,,2,
2026-07-30 20:30:01,R_6E9ZUQWxlGl5k2O,1,Ullamcorper malesuada viverra potenti. Ab pede atque vestibulum ut consequat.,Dolor integer amet urna tempus metus egestas temporibus erat facilisi.,5,2,1,2,3,2,2,1,,,,,,,,,"Est primis fusce wisi malesuada, accusamus? Molestie. Donec sodales dolor ullamcorper dignissim venenatis suscipit.",1,4,,,3,
2026-07-30 20:30:01,R_1Y7YtmhD6eLu8SO,1,Morbi pellentesque facilisis sit dolorem felis blandit! Sit sodales est vulputate rhoncus.,Volutpat vel integer sollicitudin felis elementum. Phasellus ultricies aliquam suspendisse! Ipsum! Commodo atque.,,,,,,,,,3,3,3,1,3,1,1,1,Vulputate id pretium pharetra. Elementum! Commodo iaculis facilisi eu sollicitudin? Pede! Pharetra ultrices.,3,3,,,4,"Tempus luctus, morbi ligula! Dolor, lectus sodales tincidunt egestas proin."
2026-07-30 20:30:02,R_bINbxz8VU3zdpdQ,1,"Pretium fringilla vel suspendisse. Dapibus massa mauris mi etiam, facilisis at ligula? Scelerisque lorem? Ridiculus.",Justo mi in natoque ridiculus tempora metus eget! Fringilla ultrices pretium.,6,1,3,3,1,2,2,1,,,,,,,,,Dui ab vestibulum egestas sapien tincidunt. Risus pharetra dictumst porta eleifend nullam? Dolorem.,2,2,,,3,
2026-07-30 20:30:02,R_e8t53zALlRmaahM,1,"Quam laoreet eros. Aenean est malesuada nonummy eros. Tortor pellentesque nulla eros potenti ultrices, ante.","Et cras, aliquet aliquet integer. Massa? Sagittis fermentum cursus sodales elit dapibus vestibulum culpa rutrum.",,,,,,,,,1,2,2,3,1,1,2,2,Leo? Nonummy enim quam praesent leo sagittis. Nulla nulla. Gravida.,3,4,,,2,
2026-07-30 20:30:05,R_dhUyCiQkp7Xk14W,1,Rhoncus lacus urna! Enim primis venenatis ultrices dolor felis. Atque? Scelerisque.,Suspendisse nec eu velit? Sagittis ut imperdiet! Imperdiet porttitor vestibulum tortor? Nullam amet! Maecenas.,6,3,3,1,3,1,3,2,,,,,,,,,"Vitae maecenas enim eu, tempus risus odio? Eleifend. Sollicitudin phasellus.",2,4,,,2,
2026-07-30 20:30:05,R_3OBMcLqHJMtT1Z4,1,"Dictumst cras lacus placerat turpis eu, aenean rutrum. Consequat? Potenti faucibus.",Culpa! Eget nunc lacus posuere dignissim? Maecenas id ac sapien ut sollicitudin.,,,,,,,,,3,2,3,1,2,2,3,3,Eleifend per sodales iaculis? Sapien. Porttitor ultricies magna tempus dolor tellus facilisis.,1,6,,,1,
2026-07-30 20:30:06,R_82POLCN7E4KAf2K,1,Dolor magnis? Fringilla arcu vel aliquam blandit dui augue sagittis atque.,Natoque. Aenean erat atque tortor sapien. Facilisis laoreet eu dapibus aliquet sollicitudin posuere.,,,,,,,,,3,1,2,1,2,1,2,3,"Turpis, turpis sagittis. Massa. Mi proin eleifend urna tincidunt duis massa. Faucibus.",3,3,,,1,
2026-07-30 20:30:06,R_9TY7HidvbaeXWzY,1,"Accusamus phasellus. Ante urna, porta. Mi ut duis nec. Duis.","Vitae egestas, mattis et! Vel ipsum vivamus ullamcorper lacus. Fusce turpis sodales malesuada amet.",6,2,2,1,2,3,2,1,,,,,,,,,"Molestie, eros, sapien culpa? Vitae? Ullamcorper euismod praesent quis vitae temporibus.",2,3,,,1,
2026-07-30 20:30:06,R_8BcZ9sSJTsDbryC,1,Dolor morbi. Integer tincidunt per mattis augue leo dictumst ut mattis.,"A! Faucibus ullamcorper. Metus, cras curabitur eu tellus, et. Facilisis molestie justo. Urna.",,,,,,,,,3,3,3,2,2,1,2,1,"Egestas urna interdum vivamus viverra temporibus vulputate justo, suspendisse, non? Eleifend, potenti. Natoque facilisi.",3,1,,,1,
2026-07-30 20:30:07,R_e58Y31aUmaH5Yge,1,Aenean enim interdum. Eget faucibus! Cras. Egestas montes sodales suscipit morbi arcu. Risus facilisi.,Facilisi. Eros bibendum. Augue urna augue convallis sit ab vel.,6,3,1,3,2,2,3,3,,,,,,,,,"Montes luctus urna, orci fermentum ultrices sem aliquam per cras. Lorem montes.",2,7,"Potenti est. Massa, ultricies facilisis eu tempora tortor vivamus consectetuer.",,1,
2026-07-30 20:30:08,R_d6UwWcySO0rFMZU,1,Turpis magna interdum praesent lacus! Rutrum magna facilisis? Vehicula wisi per lectus tempora.,"Porttitor tortor. Porttitor consectetuer dolor velit gravida felis, suspendisse facilisi etiam.",5,1,2,3,1,3,2,3,,,,,,,,,"Vel elementum turpis, nulla per lacus rutrum egestas fusce ullamcorper odio, etiam sem mi.",2,1,,,2,
2026-07-30 20:30:08,R_6PTGKMMsGnjIwQu,1,"Posuere laoreet quis neque sagittis quis odio vitae proin. Arcu, egestas volutpat ipsum. Eu.",Rutrum consectetuer placerat? Cursus ut vitae maecenas orci arcu rutrum et vitae vulputate.,6,2,2,1,1,1,2,1,,,,,,,,,Facilisis laoreet? Ipsum vitae morbi pede nunc. Vehicula massa accusamus proin. Dapibus vestibulum.,1,4,,,1,
2026-07-30 20:30:08,R_0Vg7D13lIgJwIjc,1,Fusce faucibus neque magna vel interdum suspendisse eu molestie mi non atque sit? Risus.,Elementum natoque porttitor. In platea blandit urna et faucibus mi a lorem placerat.,,,,,,,,,2,2,1,2,3,2,2,3,Elementum eu pharetra per tortor auctor consequat aliquam at imperdiet.,2,4,,,1,
2026-07-30 20:30:09,R_eE5aI0cyQlYKEyq,1,Non aliquam? Proin. Dignissim quam enim leo rutrum vestibulum turpis.,Nibh eros malesuada! Laoreet in ultrices accusamus? Bibendum tempora ligula.,5,3,2,2,1,3,3,2,,,,,,,,,Erat rutrum vulputate euismod vel at interdum tempus felis id! Orci.,3,1,,,2,
2026-07-30 20:30:09,R_ePwO2nvPY2OoI5w,1,"Neque mi elit iaculis tempora urna. Pede faucibus dapibus vestibulum leo tellus. Nec, id.","Nonummy ligula posuere ultrices! Est! Ridiculus, sagittis sit sit ultrices sollicitudin ut nullam.",,,,,,,,,1,1,3,2,1,1,2,1,Massa faucibus facilisis. Nibh? Purus sem aenean porta metus sagittis.,1,5,,,1,
2026-07-30 20:30:09,R_d76PzTvqQNYKdhA,1,"Et nec. Pharetra magna placerat magnis? Sed tempor ligula porttitor aenean, dictumst.",Sit leo euismod. Integer vehicula non. Euismod massa ut lectus.,,,,,,,,,3,1,1,2,2,1,2,2,Nunc amet eu aenean. Etiam ultrices sodales quis sed pharetra ut ab convallis phasellus.,1,2,,,3,
2026-07-30 20:30:10,R_0Ch4Rq6gi5YV0fI,1,"Blandit, dolor tellus quis vehicula? Nunc nec tempora orci? Nullam vitae a orci vehicula aenean.",Ultricies! Sed consectetuer iaculis dolorem. Fringilla. Facilisi imperdiet duis est urna accumsan? Dolorem.,6,2,2,1,2,2,3,1,,,,,,,,,Aenean. Nec luctus. Mattis atque arcu culpa purus amet risus.,2,5,,,1,
2026-07-30 20:30:11,R_1GKzLDQOsMUM8Hs,1,"Vivamus per tellus. Donec, culpa laoreet. Augue culpa aenean. Sem, viverra tellus elementum.",Eleifend et euismod porttitor potenti odio. Non aliquet at curabitur.,5,3,3,3,1,3,3,2,,,,,,,,,Sapien aliquet velit eleifend? Cursus mi orci et luctus integer fermentum tortor nec fusce.,3,5,,,4,"Et nec ipsum tempor mauris accumsan? Ridiculus arcu. Suspendisse scelerisque dignissim lorem, in turpis sollicitudin."
2026-07-30 20:30:12,R_b47CYGl47HzXURU,1,"Vivamus curabitur, sagittis sapien imperdiet. Ridiculus. Orci vivamus orci luctus! Vel sagittis.",Luctus amet. Mattis elit tempor atque atque viverra ridiculus sit.,5,2,1,2,3,1,1,1,,,,,,,,,Accusamus platea lacus temporibus potenti urna gravida eleifend tempus porttitor! Magnis. Justo ut iaculis pellentesque.,2,7,Fringilla tempora vehicula commodo magna. Quis erat vitae! Id phasellus.,,1,
2026-07-30 20:30:13,R_em8qdhw6TdeuvNY,1,Tempus pretium. Scelerisque auctor porttitor pharetra! Culpa faucibus lacus non.,Urna temporibus maecenas temporibus. Suscipit molestie dui tempor sapien nec ridiculus laoreet.,6,3,1,3,1,1,3,1,,,,,,,,,Vestibulum sollicitudin viverra laoreet euismod dui culpa faucibus culpa egestas.,3,4,,,2,
2026-07-30 20:30:14,R_38ARMGyKM1ciRnM,1,Tortor dignissim tempus vulputate ridiculus urna. Pellentesque odio blandit. Per.,Primis justo. Arcu tempus duis viverra culpa integer justo ligula orci velit.,2,3,1,3,1,2,1,2,,,,,,,,,"Euismod blandit elit rutrum! Ultricies, dapibus venenatis in justo. Atque dapibus montes sodales.",2,5,,,3,
2026-07-30 20:30:14,R_8oePZDejojjMmai,1,"Dolor mi, consequat metus sit ullamcorper? Consequat non? Magnis ultrices. Arcu sed? Tempora turpis.",Dictumst atque laoreet? Molestie tempus bibendum augue neque malesuada faucibus.,6,2,1,1,1,2,1,3,,,,,,,,,"Magna rhoncus mauris interdum dolor in cras mi quam, lacus.",2,5,,,1,
2026-07-30 20:30:15,R_8kx3G2CYvE72Pfo,1,Accumsan! Nunc id platea praesent? Urna tempora praesent potenti! Arcu! Duis vel pharetra.,Mi enim lacus laoreet platea metus. Eu vulputate quam est risus fusce diam vel.,,,,,,,,,1,3,1,2,2,3,2,1,Nullam velit facilisis cursus mattis cursus venenatis magna orci leo suscipit nunc.,3,3,,,3,
2026-07-30 20:30:15,R_2n3zbXjZfaZ2zGK,1,"Sollicitudin enim laoreet, ante. Vel dui sodales erat id, viverra sapien.","Faucibus suscipit maecenas elementum, temporibus non ridiculus eu aenean in scelerisque.",,,,,,,,,2,1,2,2,3,2,3,1,Sed metus dapibus. Dolor sodales lacus per. Amet magna iaculis dolorem justo gravida.,3,6,,,4,Posuere ut porta! Suspendisse augue. Felis. Commodo auctor? Suspendisse vitae.
2026-07-30 20:30:16,R_6ETcjqnx1VzWZ2S,1,Neque molestie purus. Per non accumsan nulla etiam dolor in in risus platea? Quam amet.,"Culpa ridiculus cursus laoreet porttitor erat cursus vitae! Posuere, ultrices scelerisque mi.",2,3,2,1,1,2,1,2,,,,,,,,,Scelerisque mi dolorem enim placerat tempor accusamus. Ultrices venenatis molestie viverra venenatis dolorem ante.,2,4,,,2,
2026-07-30 20:30:17,R_2fersxr6qAJ5KGq,1,Magnis nec dapibus vulputate duis elit malesuada? Vestibulum interdum iaculis a.,Nulla per. Eu urna sollicitudin malesuada dolorem vehicula dignissim consequat laoreet? Aliquet molestie primis egestas.,,,,,,,,,3,1,1,3,2,1,2,1,"Velit sem. Diam fringilla, quam nibh urna ultrices et! Natoque vitae fusce vehicula. Sollicitudin.",1,3,,,2,
2026-07-30 20:30:18,R_837fZ0yliact7wO,1,Tellus faucibus tempora praesent! Montes imperdiet. Primis erat sit phasellus suscipit erat nunc.,Culpa metus facilisis molestie maecenas mauris! Quis! Diam imperdiet suspendisse sed.,2,2,2,2,2,3,3,2,,,,,,,,,Justo morbi in venenatis a. Magna nonummy lacus sem at dolor.,2,1,,,3,
2026-07-30 20:30:19,R_brugjAwwLqa94Im,1,"Massa nulla, molestie urna? Sodales, volutpat dolorem! Vitae. Dapibus suspendisse consectetuer justo.",Fringilla praesent pede. Aliquam erat luctus at tempora ridiculus! Tellus. Magna potenti? At culpa.,6,2,1,2,3,3,2,2,,,,,,,,,Erat nunc nunc velit commodo nullam dolorem? Posuere placerat eros tellus.,1,2,,,1,
2026-07-30 22:53:39,R_7VWn3egc5rv29fw,1,Elit nullam risus porttitor massa temporibus purus sodales dictumst. Purus ridiculus! Pede quis.,Tellus sodales. Ac felis cursus nonummy dolorem vitae! Blandit praesent! Rutrum per risus vulputate montes.,2,3,3,2,1,1,2,1,,,,,,,,,Maecenas fermentum dolorem non at tortor potenti auctor ipsum augue.,3,7,Tempus nullam justo suscipit ut molestie sodales. Integer posuere diam.,6,1,
2026-07-30 22:53:39,R_6uibqkSAGK65Vs2,1,Tellus lorem? Morbi vitae mauris auctor porttitor est bibendum! Facilisis culpa tortor. Non.,"Est turpis in orci posuere molestie, in interdum. Ridiculus vulputate. Felis. Ullamcorper tortor maecenas.",2,2,2,2,3,3,1,3,,,,,,,,,Bibendum nunc interdum duis imperdiet? Facilisi cursus fusce sed ac donec dolor.,2,6,,5,1,
2026-07-30 22:53:40,R_1LXjeHhW1XNZRwa,1,A purus facilisis ab odio consequat potenti bibendum tempus pretium id vestibulum accusamus iaculis dolor.,Molestie suscipit suspendisse atque dui sagittis! Rhoncus id purus nullam. Eros convallis sagittis.,,,,,,,,,3,1,1,1,3,3,2,2,Augue nibh! Morbi sit lorem elementum atque pharetra magnis. Natoque eros.,2,4,,4,4,Diam arcu volutpat sollicitudin. Bibendum dignissim urna in mattis nullam urna aliquam! Neque! Accumsan diam.
2026-07-30 22:53:40,R_4OcImbGHSyYkmmq,1,Imperdiet laoreet platea mi magnis integer pede aliquet! Fusce tempus non.,Est cursus? Nullam enim. Magnis mauris sit aliquet in tellus ligula faucibus suscipit lacus pretium.,,,,,,,,,1,1,3,3,2,3,2,1,"Dui! Aliquam et, non vehicula neque gravida? Magnis aenean mauris. Convallis! In malesuada.",2,4,,4,4,Aliquam nonummy consectetuer mi erat velit at? Sem suspendisse! At.
2026-07-30 22:53:41,R_cSKHVgcvfG7TNOe,1,Montes suscipit platea quis ut ante maecenas ullamcorper et! Ante pretium ab.,Integer? Ut venenatis culpa? Luctus? Urna curabitur massa ullamcorper tempor accumsan tincidunt.,6,3,1,2,2,1,1,3,,,,,,,,,Pellentesque suscipit a at magna atque pretium! Posuere temporibus magnis phasellus at! Metus. Curabitur suscipit.,1,1,,6,2,
2026-07-30 22:53:41,R_0GPMUG6lkY28jPw,1,Curabitur! Augue sagittis montes velit volutpat. Eros! Dignissim rutrum blandit wisi culpa.,Vitae faucibus convallis vitae phasellus fringilla primis nibh? Per malesuada porttitor.,2,1,3,1,3,1,1,2,,,,,,,,,Gravida consectetuer aliquet quis urna dolor tincidunt est turpis vitae.,1,5,,4,4,"Sollicitudin per sem nullam, integer metus quam sollicitudin, consectetuer pharetra."
2026-07-30 22:53:42,R_9mIJiFF873Eh9FY,1,"Amet eros dui atque rhoncus ultricies. Non consectetuer, enim pede! Proin.","Est leo et ultricies. Magnis nibh sed maecenas maecenas magnis sapien platea, bibendum.",2,1,3,2,3,3,1,2,,,,,,,,,Ligula sapien rhoncus porta ligula dolor felis at metus arcu interdum sodales suscipit? Tempus.,1,5,,4,2,
2026-07-30 22:53:42,R_bPja5WYh9Fp7Qsm,1,Vestibulum porttitor ante per culpa montes enim quis elementum! Dui suscipit mattis id bibendum magnis.,Aliquam id vitae sapien tempus nec tempor sollicitudin aliquet tincidunt vivamus ultrices facilisi eros.,,,,,,,,,3,2,3,2,2,1,1,2,Elementum commodo nibh? Maecenas dolorem. Ipsum nonummy neque? Ante integer imperdiet.,2,2,,5,2,
2026-07-30 22:53:43,R_0GLzrNcMYbHB9um,1,Placerat in venenatis. Magnis justo metus odio mi vel nec? Faucibus. Donec blandit? Donec ultricies.,Dapibus maecenas ridiculus ac eget id eget nunc! Culpa fringilla.,2,3,3,2,3,2,3,2,,,,,,,,,Proin primis. Porta facilisi gravida. Fringilla ab iaculis pellentesque molestie vel? Phasellus sed.,3,5,,6,1,
2026-07-30 22:53:44,R_5zjca3Ivn0I34I6,1,Auctor ab. Iaculis placerat erat? Posuere! Ridiculus. Ut natoque turpis.,Purus urna augue est etiam suspendisse molestie. Suscipit dolor mi sapien.,,,,,,,,,3,1,1,2,1,2,3,1,Cursus? Donec dapibus in interdum imperdiet tortor integer gravida cras.,1,5,,6,1,
2026-07-30 22:53:44,R_3l9cGhuusZuE7PM,1,Quam. Cras amet diam maecenas laoreet ridiculus nonummy neque ante magna et.,Nulla consequat ante dolor. Pellentesque dolor? Dolor. Odio diam vulputate vehicula.,6,2,3,1,3,1,1,3,,,,,,,,,Atque elementum non suspendisse faucibus dapibus purus est felis ac integer rutrum aliquam quis mi.,1,7,"Nunc nonummy! Elit nulla, potenti sodales fermentum id mattis consectetuer purus wisi vehicula.",6,4,Commodo ut tempor tempora risus at! Accusamus dui tempora posuere.
2026-07-30 22:53:45,R_1TjzFMUsDKGDuMC,1,"Porta nulla luctus blandit! Dignissim. Cursus rutrum maecenas felis, suscipit? Imperdiet commodo integer? Montes. Elit.",Viverra purus culpa ac dui nonummy? Praesent dapibus temporibus urna.,,,,,,,,,1,2,2,3,1,1,1,1,Nibh blandit sem sollicitudin eget porttitor sit gravida at natoque lectus.,2,7,Accusamus nullam laoreet facilisis blandit purus. Elit dolorem! Ipsum iaculis consectetuer vitae erat.,6,3,
2026-07-30 22:53:46,R_0GLpaShBmqmc9UO,1,Ridiculus ac neque velit sit dolorem dui venenatis sodales. Pretium vehicula.,Primis erat curabitur turpis elit placerat neque tellus tortor tincidunt dictumst enim curabitur.,,,,,,,,,2,2,1,1,2,1,3,3,"Est commodo vestibulum eleifend? Sit, at vestibulum consequat tincidunt tempus. Nibh! Malesuada et pretium tortor.",3,7,Ab pellentesque mattis sem curabitur volutpat. Suspendisse viverra at integer posuere lacus.,6,3,
2026-07-30 22:53:46,R_6yxlzPQKZTZwzZA,1,Natoque aenean tincidunt curabitur consequat ultrices vel porta! Atque ipsum lorem posuere.,"Cursus? Pharetra accumsan tellus ultrices wisi ultricies, amet culpa mauris.",5,2,1,3,1,3,1,3,,,,,,,,,Auctor molestie ac magna in luctus purus aenean phasellus eleifend imperdiet per.,1,6,,4,3,
2026-07-30 22:53:47,R_9Bs5SrLDRqp342y,1,Suscipit cursus tempus leo atque fermentum tortor leo accumsan nullam interdum elit.,"Felis, metus porttitor ridiculus natoque elit consequat massa magnis arcu platea! Temporibus.",2,3,2,3,3,2,3,3,,,,,,,,,Cras suscipit vel odio rutrum ligula? Pretium a erat lacus? Ac? Elit rhoncus eu ipsum.,3,4,,6,4,Etiam laoreet ac cursus mattis mi dapibus euismod porta at.
2026-07-30 22:53:47,R_br5IRbLRQ3RjSRw,1,"Mattis donec porttitor vestibulum sagittis viverra proin. Ut, venenatis vehicula facilisi imperdiet dictumst dapibus risus.","Nec. Magnis? Interdum auctor urna pretium dignissim sit augue curabitur tincidunt, consectetuer.",,,,,,,,,1,1,1,1,3,1,3,3,Orci eleifend wisi accusamus? At in neque quis faucibus viverra molestie dolor.,2,5,,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.
2026-07-30 22:53:48,R_bEOU2044AKPFgOy,1,"Blandit, ridiculus etiam a id praesent sed, commodo. Fermentum! Faucibus nec quis ipsum praesent.",Culpa aliquet sagittis bibendum elit enim ut consequat! Malesuada in tortor elementum augue.,6,1,2,1,1,2,1,3,,,,,,,,,"Ultricies sem potenti, blandit viverra eu integer vel? Convallis interdum? Sit.",2,5,,4,1,
2026-07-30 22:53:48,R_eXn2S43g4vpBqjs,1,Pede pretium magna nulla! Turpis risus! Vitae proin posuere? Primis facilisi.,"Proin quis est diam atque, arcu quis accumsan facilisi nunc? Praesent diam, urna.",6,2,2,2,2,1,2,3,,,,,,,,,"Suspendisse. Faucibus? Ipsum. Sem vulputate, commodo. Vitae ut est temporibus ante.",1,6,,4,1,
2026-07-30 22:53:48,R_bloqvMoWEZnDrro,1,"Ac temporibus temporibus ultricies justo eu. Montes sed laoreet ullamcorper! Mauris, laoreet.","Neque proin. Magna, elit tincidunt! Consequat? Tempora tincidunt sodales quis elit et tellus! Porta maecenas.",,,,,,,,,3,1,3,3,2,3,1,3,Lectus donec sit culpa dignissim! In sapien accusamus dapibus suscipit.,2,2,,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.
2026-07-30 22:53:49,R_0d2D7ZYv6Z3AO1M,1,"Ridiculus, dui? Eleifend sapien accusamus ultrices urna dignissim! Sit tortor augue accumsan.","Tempor ultrices, risus. Commodo enim accusamus nonummy turpis enim vitae porta ante sit gravida.",,,,,,,,,3,2,1,3,3,3,1,3,Amet commodo. Est ultricies eleifend maecenas molestie. Tincidunt sodales atque felis.,1,7,"Fringilla, nullam interdum? Erat lacus ullamcorper. Facilisis tortor et tincidunt sagittis turpis.",4,4,Nullam sollicitudin! Id sagittis vivamus nullam per. Dui convallis magnis? Duis iaculis leo.
2026-07-30 22:53:50,R_25I1DANC0AFOCvc,1,"Morbi sapien blandit? Laoreet cras rhoncus, imperdiet, bibendum. Tincidunt luctus lorem tempora sodales sit auctor.",Viverra non culpa. Aliquam ultricies. Sagittis non praesent urna sollicitudin laoreet.,2,1,1,2,2,1,3,1,,,,,,,,,Ac felis maecenas. Dolor temporibus mauris! At egestas sagittis vulputate aenean fringilla consequat.,2,1,,4,4,Convallis. Tellus suscipit phasellus dapibus morbi sodales per sed natoque.
2026-07-30 22:53:50,R_5uP5hzQNRw4w1Ui,1,Consectetuer pellentesque? Primis? Suspendisse aliquet. Morbi primis diam vehicula? Id. Ab velit porttitor gravida fusce.,Ultrices massa nec amet fermentum fusce. Non. Nibh vel. Sapien porttitor sodales lectus aliquet porta.,,,,,,,,,1,1,2,2,2,1,2,2,Ullamcorper vulputate natoque volutpat erat. Nec bibendum dui arcu auctor ac porttitor dapibus. Rutrum volutpat.,1,3,,4,2,
2026-07-30 22:53:51,R_5o191d0C4znhFLo,1,Erat bibendum fringilla auctor magnis culpa rhoncus pretium suscipit vel fringilla. Tempor.,Quam temporibus velit a platea. At. Accusamus dui blandit sit posuere accusamus lorem.,5,1,3,1,3,3,3,2,,,,,,,,,Ridiculus tempus mattis ligula turpis in nec turpis luctus sed ac vivamus.,3,6,,4,2,
2026-07-30 22:53:51,R_6CZmylbXEXQRUcC,1,Sollicitudin magnis per accumsan curabitur magna morbi. Aliquam massa vivamus. Ac amet primis.,Aenean aliquam ipsum etiam. Porta lorem. Vel? Elit rhoncus scelerisque.,2,1,3,2,1,2,3,1,,,,,,,,,Quam potenti luctus ultrices etiam sem interdum. Lacus sem pede sollicitudin facilisi natoque.,1,3,,5,4,Accumsan euismod placerat sem. Risus mattis leo consectetuer suscipit! Vivamus enim eros.
2026-07-30 22:53:52,R_4H2OhcsYSn3TPQG,1,Et ullamcorper commodo magna. Ultricies aenean convallis. Elit sapien porta platea ultricies.,Nonummy! Urna laoreet dignissim ab maecenas metus imperdiet. Blandit rutrum consequat fermentum.,,,,,,,,,3,2,3,2,3,1,1,1,"Tellus, tempus ut dui auctor aliquam eros mauris sollicitudin. Lacus.",2,4,,6,1,
2026-07-30 22:53:53,R_enxtZyoWZeMHMIm,1,"Donec enim faucibus bibendum cras primis sapien? Massa donec! Viverra, lacus.",Enim platea velit sed volutpat viverra ultrices maecenas? Felis blandit.,,,,,,,,,1,2,3,1,3,1,3,1,"Eros cras. Felis! Malesuada facilisi cursus placerat eros blandit etiam natoque montes, pharetra ac.",1,4,,4,2,
2026-07-30 22:53:54,R_cYzM300ICTmVIbk,1,Bibendum? Amet posuere et dictumst? Morbi atque venenatis vulputate? Nibh sapien morbi praesent suspendisse.,Pede? Et curabitur elit tellus ante! Nulla egestas cursus dolor non ac rutrum.,,,,,,,,,2,3,2,2,1,3,1,2,Pellentesque faucibus convallis tincidunt! Erat faucibus accusamus donec odio elit felis.,1,3,,4,1,
2026-07-30 22:53:55,R_0OmSJXUDvvUFAHk,1,Euismod duis nibh proin rhoncus. Elementum! Lacus. Lectus mauris eu enim tincidunt neque viverra enim.,"Magnis lectus eu, ultricies amet et vel consectetuer temporibus sodales duis.",,,,,,,,,2,2,2,2,3,2,3,3,Pellentesque primis temporibus egestas. Est aliquam imperdiet cras dolorem platea eros nullam a lacus. Dolorem.,2,7,"Iaculis fusce id, imperdiet nunc suspendisse at dictumst justo enim? Malesuada. Molestie.",4,3,
2026-07-30 22:53:55,R_0057EC8Tfuoc7wG,1,"Facilisi praesent quis consectetuer! In suspendisse, turpis atque. Enim vitae suscipit. Nibh. Facilisi at. Vitae.",Duis porta at dapibus laoreet tincidunt lacus dictumst cras amet elit donec.,2,1,2,2,1,2,3,1,,,,,,,,,Justo fringilla suscipit pretium? Platea urna malesuada volutpat velit vehicula viverra ullamcorper malesuada eu.,3,4,,6,1,
2026-07-30 22:53:55,R_8fcjc3IKOdT3xRk,1,Massa dolorem at tempor facilisis curabitur id vivamus neque eget accusamus leo erat.,Temporibus duis ante? Sem sed amet nec sollicitudin viverra. Aliquet rutrum non.,,,,,,,,,2,3,2,3,1,3,2,2,Eu. In odio nonummy a leo nibh. Aliquam aenean viverra culpa. Blandit! Enim.,2,4,,5,2,
2026-07-30 22:53:56,R_bmhVAqnc6nrsAUm,1,"Euismod tellus. Euismod, justo molestie convallis elementum! Pharetra nullam ultricies platea risus sapien ullamcorper sed.",Aliquet id. Rutrum magnis culpa facilisis montes nonummy vulputate auctor.,,,,,,,,,3,3,1,3,2,3,3,2,Ultrices elementum potenti. Morbi sapien fusce. Lacus dolorem wisi aliquam dignissim suscipit natoque amet.,3,3,,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque."
